DENOM_CIA,CNPJ_CIA,ANO,ROA,LC,CTPT,ME,ML,setor_economico,ano_fator
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,2021,,0.8703694924965837,4.655366154307157,0.06632357934182563,,Consumo Cíclico,10
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,2022,,0.8977996365355634,6.336259994324726,0.07374094712739554,,Consumo Cíclico,11
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2012,,1.6501247621863475,0.6972640443711213,0.1817941339279111,,Utilidade Pública,1
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2013,,1.397982308233407,0.7876006129593947,0.19927596459080366,,Utilidade Pública,2
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2014,,1.2867251090091638,0.8722907186989778,0.16811108539796302,,Utilidade Pública,3
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2015,,1.447739855230128,0.9848264024259216,0.17552872119347662,,Utilidade Pública,4
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2016,,0.7784586236721266,1.0081368110182967,0.21007860551179677,,Utilidade Pública,5
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2017,,0.9332101892105191,1.1380594168996325,0.20485329571174823,,Utilidade Pública,6
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2018,,0.9974208056800825,1.199414135980344,0.2104634952774664,,Utilidade Pública,7
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2019,,1.4795654237365499,1.1770706023998347,0.2637555239464688,,Utilidade Pública,8
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2020,,1.1815794303773868,1.3102946798694235,0.2824616898534442,,Utilidade Pública,9
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2021,,1.4022408290333086,1.2339125154705237,0.2722022547512044,,Utilidade Pública,10
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2022,,1.3033078430991714,1.3521447526113606,0.19232358894022775,,Utilidade Pública,11
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2012,,1.446470751702098,0.8091501772250927,0.3248150696200967,,Utilidade Pública,1
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2013,,1.1817729634726595,0.7590104019609698,0.30987837618126335,,Utilidade Pública,2
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2014,,1.1628644336246847,0.8354298803373356,0.2681702131367526,,Utilidade Pública,3
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2015,,1.3926611380426022,0.9357232793504343,0.22549458608219286,,Utilidade Pública,4
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2016,,1.524300212735682,0.8431073893287643,0.34618206614388,,Utilidade Pública,5
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2017,,1.3558155436174726,0.7311656326374127,0.3514951572912451,,Utilidade Pública,6
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2018,,1.3857157452241269,0.7952564411617,0.31470853030797175,,Utilidade Pública,7
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2019,,1.6482468332805622,0.7095648939983062,0.34097200354299134,,Utilidade Pública,8
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2020,,1.4438288728604967,0.8233180187999527,0.3605547693220979,,Utilidade Pública,9
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2021,,1.3415120026338117,0.8819125799302303,0.270650803856339,,Utilidade Pública,10
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2022,,1.264559050184114,0.8181241362274578,0.3209511960374657,,Utilidade Pública,11
CM HOSPITALAR S.A,12.420.164/0001-57,2012,,,,,,Saúde,1
CM HOSPITALAR S.A,12.420.164/0001-57,2013,,,,,,Saúde,2
CM HOSPITALAR S.A,12.420.164/0001-57,2014,,,,,,Saúde,3
CM HOSPITALAR S.A,12.420.164/0001-57,2015,,,,,,Saúde,4
CM HOSPITALAR S.A,12.420.164/0001-57,2016,,,,,,Saúde,5
CM HOSPITALAR S.A,12.420.164/0001-57,2017,,,,,,Saúde,6
CM HOSPITALAR S.A,12.420.164/0001-57,2018,,,,,,Saúde,7
CM HOSPITALAR S.A,12.420.164/0001-57,2019,,,,,,Saúde,8
CM HOSPITALAR S.A,12.420.164/0001-57,2020,,1.3902426620168555,2.8260714987494047,0.06328106926576911,,Saúde,9
CM HOSPITALAR S.A,12.420.164/0001-57,2021,,2.1595106868949725,2.2064786098854636,0.09495286760590015,,Saúde,10
CM HOSPITALAR S.A,12.420.164/0001-57,2022,,1.751918581723682,3.1920048832638583,0.06171040838933744,,Saúde,11
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2012,,1.4666469501325439,0.6845843031176153,0.23406300380060416,,Consumo Cíclico,1
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2013,,1.7430451771267315,0.557711511370766,0.3308438437216944,,Consumo Cíclico,2
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2014,,1.5335271512466897,0.3529292333455176,0.34192437358837985,,Consumo Cíclico,3
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2015,,1.3988751837412923,0.3354149798935575,0.3561675863779658,,Consumo Cíclico,4
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2016,,2.123804017921665,0.2708933782085589,0.4209959429658563,,Consumo Cíclico,5
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2017,,2.6280577079434635,0.22751830221033703,0.3798698681552312,,Consumo Cíclico,6
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2018,,2.1684947717753045,0.9144976863001606,0.2840717619129646,,Consumo Cíclico,7
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2019,,1.6281572369915929,1.154585817266508,0.3151582267402892,,Consumo Cíclico,8
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2020,,1.7620987252176867,1.1549481686034546,-0.4595294795511377,,Consumo Cíclico,9
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2021,,1.7044872075555793,1.070550338022916,0.17370219735762885,,Consumo Cíclico,10
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2022,,1.2433967401588193,0.9935033245759433,0.19107608064251969,,Consumo Cíclico,11
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2012,,,,,,Materiais Básicos,1
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2013,,,,,,Materiais Básicos,2
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2014,,,,,,Materiais Básicos,3
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2015,,,,,,Materiais Básicos,4
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2016,,,,,,Materiais Básicos,5
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2017,,,,,,Materiais Básicos,6
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2018,,,,,,Materiais Básicos,7
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2019,,,,,,Materiais Básicos,8
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2020,,1.7105592458392003,1.9974722824027915,0.1593720421141956,,Materiais Básicos,9
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2021,,2.0628416666898186,1.5371660742483908,0.21962964106192673,,Materiais Básicos,10
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2022,,1.9511771188779492,1.305768391598198,0.18945820599556218,,Materiais Básicos,11
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2012,,3.9910507904234094,0.8002235128113775,-0.09156235841765349,,Consumo Cíclico,1
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2013,,2.325548720240193,1.0586024131999328,-0.07417112253673264,,Consumo Cíclico,2
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2014,,2.350777686472066,0.9635024289829685,-0.16757171070863544,,Consumo Cíclico,3
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2015,,2.7222044382233586,0.6911930451698328,0.053814388891630885,,Consumo Cíclico,4
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2016,,3.4433922237496395,0.7312299302171209,0.09853900884384113,,Consumo Cíclico,5
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2017,,3.4816261549115626,0.8347567624699352,0.1044668842569136,,Consumo Cíclico,6
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2018,,3.9416380243527644,1.1773513965245967,0.14482642123081937,,Consumo Cíclico,7
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2019,,4.329000934416404,1.5733978245317595,0.16531528159097644,,Consumo Cíclico,8
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2020,,2.2681462651866298,1.7907650312458625,0.1291232925087924,,Consumo Cíclico,9
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2021,,2.1985655907295873,2.6627036486045186,-0.01806253184112783,,Consumo Cíclico,10
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2022,,1.3567230451827266,4.752905469808197,-0.1076649702849971,,Consumo Cíclico,11
COSAN S.A.,50.746.577/0001-15,2012,,2.2691413314545477,1.3006733099191026,0.22293017922111993,,"Petróleo, Gás e Biocombustíveis",1
COSAN S.A.,50.746.577/0001-15,2013,,1.3759803584661585,1.3186916359463152,0.13130665752497472,,"Petróleo, Gás e Biocombustíveis",2
COSAN S.A.,50.746.577/0001-15,2014,,1.33913875049161,1.1771321104453247,0.2533280601379942,,"Petróleo, Gás e Biocombustíveis",3
COSAN S.A.,50.746.577/0001-15,2015,,1.5443172350333463,1.4238513225232148,0.30658522857757087,,"Petróleo, Gás e Biocombustíveis",4
COSAN S.A.,50.746.577/0001-15,2016,,1.956015644756664,1.5295562898830364,0.45198071599154205,,"Petróleo, Gás e Biocombustíveis",5
COSAN S.A.,50.746.577/0001-15,2017,,1.5586933582241904,1.7715391417041322,0.45149741675452176,,"Petróleo, Gás e Biocombustíveis",6
COSAN S.A.,50.746.577/0001-15,2018,,1.900132892095524,1.6356687225176147,0.3226280279469107,,"Petróleo, Gás e Biocombustíveis",7
COSAN S.A.,50.746.577/0001-15,2019,,1.8385584284073047,1.9712049742089839,0.3075236100290219,,"Petróleo, Gás e Biocombustíveis",8
COSAN S.A.,50.746.577/0001-15,2020,,1.7827275996541292,2.108065539734955,0.22595004273884842,,"Petróleo, Gás e Biocombustíveis",9
COSAN S.A.,50.746.577/0001-15,2021,,2.106437228390814,2.389052595803356,0.4375387790253,,"Petróleo, Gás e Biocombustíveis",10
COSAN S.A.,50.746.577/0001-15,2022,,1.6190396977177102,1.7919175823638571,0.2736690311245576,,"Petróleo, Gás e Biocombustíveis",11
CPFL ENERGIA S.A.,02.429.144/0001-93,2012,,1.0841162093607768,2.6963793887067076,0.2399502973966312,,Utilidade Pública,1
CPFL ENERGIA S.A.,02.429.144/0001-93,2013,,1.4808433582419518,2.528104435214312,0.2221511541455649,,Utilidade Pública,2
CPFL ENERGIA S.A.,02.429.144/0001-93,2014,,1.242358742711441,2.7400789726732726,0.20082431802903303,,Utilidade Pública,3
CPFL ENERGIA S.A.,02.429.144/0001-93,2015,,1.3132618146194706,3.0011765881175556,0.17064527143079072,,Utilidade Pública,4
CPFL ENERGIA S.A.,02.429.144/0001-93,2016,,1.2617614716782504,3.0655877542788414,0.20263797432086048,,Utilidade Pública,5
CPFL ENERGIA S.A.,02.429.144/0001-93,2017,,0.8420313484296257,2.690474027975539,0.1713239587128838,,Utilidade Pública,6
CPFL ENERGIA S.A.,02.429.144/0001-93,2018,,1.1173105781347221,2.3681966151210028,0.19042748087750533,,Utilidade Pública,7
CPFL ENERGIA S.A.,02.429.144/0001-93,2019,,1.0272923217657066,2.3183394741553225,0.20418997106620723,,Utilidade Pública,8
CPFL ENERGIA S.A.,02.429.144/0001-93,2020,,0.9587567665612635,2.449539884648384,0.2103612096111722,,Utilidade Pública,9
CPFL ENERGIA S.A.,02.429.144/0001-93,2021,,1.2043398504086777,2.9343304765154192,0.22619779450972743,,Utilidade Pública,10
CPFL ENERGIA S.A.,02.429.144/0001-93,2022,,1.020220547218622,3.056231935518152,0.30368143079485954,,Utilidade Pública,11
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2012,,,,,,Consumo Cíclico,1
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2013,,,,,,Consumo Cíclico,2
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2014,,,,,,Consumo Cíclico,3
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2015,,,,,,Consumo Cíclico,4
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2016,,,,,,Consumo Cíclico,5
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2017,,,,,,Consumo Cíclico,6
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2018,,,,,,Consumo Cíclico,7
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2019,,0.19607887680067954,3.3054850222498047,0.26942192261958464,,Consumo Cíclico,8
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2020,,0.832243801598974,7.121029902390244,0.20210464594595795,,Consumo Cíclico,9
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2021,,2.3261176689117384,2.285222467099742,0.27950280537071265,,Consumo Cíclico,10
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2022,,1.7073595631377696,2.3496812993366984,0.27136645105308826,,Consumo Cíclico,11
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2012,,,,,,Materiais Básicos,1
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2013,,,,,,Materiais Básicos,2
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2014,,,,,,Materiais Básicos,3
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2015,,,,,,Materiais Básicos,4
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2016,,,,,,Materiais Básicos,5
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2017,,,,,,Materiais Básicos,6
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2018,,,,,,Materiais Básicos,7
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2019,105.340773353917,1.2158154292298617,0.6968083588662273,0.5063355745566538,1.879014798230653,Materiais Básicos,8
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2020,95.13753449308298,1.4347321722363668,0.8508740628976663,0.5463298933081916,1.766020306094238,Materiais Básicos,9
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2021,143.44186205686958,1.9590797266807713,0.9281737932400167,0.5368081819886376,2.5082997566097656,Materiais Básicos,10
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2022,71.46426881028128,2.0713942788686968,1.1989516411523942,0.43333729639578306,1.2228778580328328,Materiais Básicos,11
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2012,,,,,,Consumo não Cíclico,1
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2013,,,,,,Consumo não Cíclico,2
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2014,,,,,,Consumo não Cíclico,3
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2015,,,,,,Consumo não Cíclico,4
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2016,,,,,,Consumo não Cíclico,5
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2017,,,,,,Consumo não Cíclico,6
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2018,,,,,,Consumo não Cíclico,7
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2019,,3.1856873907391634,0.34324843302778885,0.12306472947716234,,Consumo não Cíclico,8
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2020,,2.8551634845791143,0.3284346463246423,0.2353503457910711,,Consumo não Cíclico,9
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2021,,3.275555397132342,0.2332231738415474,0.5278958908487275,,Consumo não Cíclico,10
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2022,,3.646715034260379,0.17492602288139772,0.5159222218267668,,Consumo não Cíclico,11
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2012,,1.9078416658566875,0.9370085640075381,0.5119326510080923,,Utilidade Pública,1
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2013,,2.0943311487846255,0.4271311222289014,-0.20602689855356066,,Utilidade Pública,2
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2014,,3.017788615286217,0.365972269504794,0.4145638146225748,,Utilidade Pública,3
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2015,,2.128350907269761,0.3306802664224358,0.4836955086121837,,Utilidade Pública,4
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2016,,2.8100760739233173,0.46322414522969185,0.9503155635209597,,Utilidade Pública,5
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2017,,3.350266884973337,0.5404199021827099,0.7614961241199721,,Utilidade Pública,6
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2018,,4.626860146354384,0.6409737577464539,0.7749890568959767,,Utilidade Pública,7
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2019,,3.0532068757445887,0.5695182982626956,0.7143795071638093,,Utilidade Pública,8
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2020,,4.013020064889031,0.7409974144525885,1.2030622536134885,,Utilidade Pública,9
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2021,,3.049029689373687,0.9588493270514209,0.8059116439099993,,Utilidade Pública,10
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2022,,3.6109208208785586,0.9498435005609718,0.645402223987583,,Utilidade Pública,11
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2012,,,,,,Consumo Cíclico,1
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2013,,,,,,Consumo Cíclico,2
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2014,,,,,,Consumo Cíclico,3
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2015,,,,,,Consumo Cíclico,4
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2016,,,,,,Consumo Cíclico,5
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2017,,,,,,Consumo Cíclico,6
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2018,,,,,,Consumo Cíclico,7
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2019,,1.6860782087916388,2.5404305148200783,0.2341502849568861,,Consumo Cíclico,8
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2020,,2.2465653990216516,1.5603133313718989,0.19781825869542807,,Consumo Cíclico,9
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2021,,1.6804314945861452,2.5186556652327963,0.21734285607448678,,Consumo Cíclico,10
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2022,,1.9330670378815273,2.188194105825362,0.19106638302321274,,Consumo Cíclico,11
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2012,,1.0904900805225832,7.166119108207679,0.2762604654445819,,Consumo Cíclico,1
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2013,,1.0615029055458198,5.542849554668159,0.4519977728875573,,Consumo Cíclico,2
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2014,,1.097554148631787,4.004576898432085,0.4912551519519688,,Consumo Cíclico,3
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2015,,1.1676248301607712,3.306226534633105,0.47159190773337384,,Consumo Cíclico,4
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2016,,1.123972936460479,3.6407170433742366,0.47015919295366515,,Consumo Cíclico,5
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2017,,1.2396477063719284,5.012908259247375,0.4735108362267908,,Consumo Cíclico,6
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2018,,1.265933593927176,4.53240779767232,0.38938619341368064,,Consumo Cíclico,7
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2019,,0.999987958048517,7.631460868172513,0.25058147153246413,,Consumo Cíclico,8
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2020,,0.971044452318346,87.3934926636373,-1.9054380408393201,,Consumo Cíclico,9
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2021,,0.8878600614816067,12.208885347942402,-0.2846151797022762,,Consumo Cíclico,10
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2022,,0.6268988418394483,11.378557886754297,0.1355662064759597,,Consumo Cíclico,11
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2012,2.5058786310983248,2.269858800356641,1.564270412248072,0.17909753641387657,0.051724436832134554,Consumo Cíclico,1
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2013,2.8798920045732994,2.23549960007502,1.3227296591824926,0.20440210712000004,0.06109114371495797,Consumo Cíclico,2
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2014,2.3687009841015723,2.129200953588198,1.107559464779686,0.17955072313557732,0.048040493837318995,Consumo Cíclico,3
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2015,1.4634020215545211,2.778139217919764,0.9059445084188429,0.17247829163656736,0.029355480825892715,Consumo Cíclico,4
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2016,0.5800669806392034,3.47844120055817,0.755600996757376,0.10535378413988002,0.012799228802251811,Consumo Cíclico,5
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2017,-0.025528722392451384,3.014294714500604,0.6340498418191318,0.0270453329942366,-0.0003940563632587216,Consumo Cíclico,6
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2018,0.014280458443463196,3.523685142579921,0.7749374256362306,0.027436329464804204,0.00021424032098801325,Consumo Cíclico,7
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2019,1.2121975776149045,2.44440659639715,0.9298402088478223,0.15851620856909826,0.017850712907994174,Consumo Cíclico,8
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2020,3.725538765603617,2.8763534611146535,0.9725133301636745,0.5873337177782224,0.05920994503997578,Consumo Cíclico,9
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2021,1.5385902557170479,3.1070396402493308,1.0348904221805477,0.23486020072083497,0.025945171132738393,Consumo Cíclico,10
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2022,1.2068001328140618,2.4763200248955797,1.1508542755208213,0.1767758409325434,0.021816990124849837,Consumo Cíclico,11
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2012,,,,,,Saúde,1
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2013,,,,,,Saúde,2
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2014,,,,,,Saúde,3
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2015,,,,,,Saúde,4
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2016,,,,,,Saúde,5
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2017,,,,,,Saúde,6
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2018,,,,,,Saúde,7
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2019,,0.7441806895520156,1.3509180365154736,0.07462124992602968,,Saúde,8
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2020,,1.5204958542405107,0.740072163308653,0.08323883011823273,,Saúde,9
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2021,,1.104430317738906,0.7545034349951917,0.08053835923440986,,Saúde,10
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2022,,1.1997735285190634,0.7312856021179692,0.08973615579834245,,Saúde,11
DESKTOP S.A.,08.170.849/0001-15,2012,,,,,,Comunicações,1
DESKTOP S.A.,08.170.849/0001-15,2013,,,,,,Comunicações,2
DESKTOP S.A.,08.170.849/0001-15,2014,,,,,,Comunicações,3
DESKTOP S.A.,08.170.849/0001-15,2015,,,,,,Comunicações,4
DESKTOP S.A.,08.170.849/0001-15,2016,,,,,,Comunicações,5
DESKTOP S.A.,08.170.849/0001-15,2017,,,,,,Comunicações,6
DESKTOP S.A.,08.170.849/0001-15,2018,,,,,,Comunicações,7
DESKTOP S.A.,08.170.849/0001-15,2019,,,,,,Comunicações,8
DESKTOP S.A.,08.170.849/0001-15,2020,0.7244592231861822,1.1796098274464848,2.511260772588806,0.4144273009109082,0.014765948090138193,Comunicações,9
DESKTOP S.A.,08.170.849/0001-15,2021,0.6421250175617047,1.853183696054369,1.4286916403750096,0.37076056241151417,0.0168448573696251,Comunicações,10
DESKTOP S.A.,08.170.849/0001-15,2022,1.1681481648271674,0.8662604339464275,1.6483245068386512,0.4579164702820201,0.027112092766427388,Comunicações,11
DEXCO S.A.,97.837.181/0001-47,2012,,,,,,Materiais Básicos,1
DEXCO S.A.,97.837.181/0001-47,2013,,,,,,Materiais Básicos,2
DEXCO S.A.,97.837.181/0001-47,2014,,,,,,Materiais Básicos,3
DEXCO S.A.,97.837.181/0001-47,2015,,,,,,Materiais Básicos,4
DEXCO S.A.,97.837.181/0001-47,2016,,,,,,Materiais Básicos,5
DEXCO S.A.,97.837.181/0001-47,2017,,1.9486367409653154,1.0069834122755479,0.24726212305800294,,Materiais Básicos,6
DEXCO S.A.,97.837.181/0001-47,2018,,1.7620028699001131,1.0760222461615403,0.31235850446148505,,Materiais Básicos,7
