DENOM_CIA,CNPJ_CIA,ANO,ROA,LC,CTPT,ME,ML,setor_economico,ano_fator
JBS S.A.,02.916.265/0001-60,2022,,1.4392811907102188,3.1781789695506615,0.09200983269112363,,Consumo não Cíclico,11
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2012,72.52339172074853,3.6717475002534523,1.5157110927292585,0.31738462565952047,0.726478396534925,Consumo Cíclico,1
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2013,81.50240865331952,3.3835667432073415,1.3915078934025265,0.8285549518833876,1.086467212279689,Consumo Cíclico,2
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2014,2.2856030711581488,1.768413057961359,1.5354811095994811,0.4100524185521863,0.09178983686160923,Consumo Cíclico,3
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2015,4.929868199924259,1.1258392002800575,1.4637005338603768,0.756668003252182,0.06794802415764635,Consumo Cíclico,4
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2016,-16.667331822100188,1.9078543206311285,1.142604248179561,-0.3559338781942101,-0.1626456052622355,Consumo Cíclico,5
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2017,-1.8030658069430265,0.9149329135576557,1.0794406317220573,0.5727411944869831,-0.018246771017409708,Consumo Cíclico,6
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2018,11.928052917273428,0.9660627962503382,1.1237469390203454,0.7044064781529111,0.12353286588992599,Consumo Cíclico,7
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2019,12.163833708785583,2.1638344885332836,0.9098262620764017,0.9983401095182235,0.20375833768903648,Consumo Cíclico,8
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2020,23.205924638700345,1.7247923068432773,0.9029677200180313,0.7190585622143437,0.5537580070557439,Consumo Cíclico,9
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2021,33.248158883273845,2.41993827365347,0.8501282316351623,0.5831733037234967,0.5297457949677283,Consumo Cíclico,10
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2022,21.393961301642488,4.207241285789929,1.0004634014597438,0.5009184624087584,0.2820971698079525,Consumo Cíclico,11
JSL S.A.,52.548.435/0001-79,2012,6.43453716196641,1.2287634585873852,3.809809447311934,0.14772990623623058,0.16079255516093735,Bens Industriais,1
JSL S.A.,52.548.435/0001-79,2013,5.735139173813883,1.4099376392474694,4.745869301903398,0.1485364014056614,0.15485543020086356,Bens Industriais,2
JSL S.A.,52.548.435/0001-79,2014,4.314891797119077,1.5253073172608527,6.16763472134094,0.15687607258384523,0.09809085726588662,Bens Industriais,3
JSL S.A.,52.548.435/0001-79,2015,2.8193810288371273,1.3963164391278415,7.572238896411612,0.1823200407618676,0.06162966321277667,Bens Industriais,4
JSL S.A.,52.548.435/0001-79,2016,-10.903532305406527,0.8505204181879316,13.562468287604538,0.15520185202963402,-0.23580738804961413,Bens Industriais,5
JSL S.A.,52.548.435/0001-79,2017,1.1131685886436562,1.4341560564503555,8.670167826993577,0.16954716527623956,0.019458337067561796,Bens Industriais,6
JSL S.A.,52.548.435/0001-79,2018,12.39106967872433,1.7820243351593046,11.714430688370596,0.19782749784561462,0.20279433157843393,Bens Industriais,7
JSL S.A.,52.548.435/0001-79,2019,20.171935480194943,1.9044438859167234,7.51619710054316,0.21844552394027425,0.3545087279520327,Bens Industriais,8
JSL S.A.,52.548.435/0001-79,2020,7.238618016368294,2.009674959841884,3.542810093639745,0.15260593526878655,0.12754114441946182,Bens Industriais,9
JSL S.A.,52.548.435/0001-79,2021,11.522766668075931,2.1906059885853115,4.355672928771719,0.17646086641970699,0.1697236451588396,Bens Industriais,10
JSL S.A.,52.548.435/0001-79,2022,5.523850053679049,1.3683775620636296,4.834670925441009,0.1793004621907693,0.11512771348921481,Bens Industriais,11
KEPLER WEBER S.A.,91.983.056/0001-69,2012,,2.022384368043532,0.8316213513286165,0.13405632349372468,,Bens Industriais,1
KEPLER WEBER S.A.,91.983.056/0001-69,2013,,1.7995237754815863,0.8522228508962266,0.16527283182180436,,Bens Industriais,2
KEPLER WEBER S.A.,91.983.056/0001-69,2014,,1.7228450621677063,0.6720746677567834,0.17770116389079318,,Bens Industriais,3
KEPLER WEBER S.A.,91.983.056/0001-69,2015,,1.6296075673835735,0.6102893589654877,0.04082699343748185,,Bens Industriais,4
KEPLER WEBER S.A.,91.983.056/0001-69,2016,,1.5157658306217066,0.6290961753389129,-0.04908289115460195,,Bens Industriais,5
KEPLER WEBER S.A.,91.983.056/0001-69,2017,,1.3409651720248168,0.645222568559937,-0.022042792306029825,,Bens Industriais,6
KEPLER WEBER S.A.,91.983.056/0001-69,2018,,1.5477312659981108,0.5969004024715152,0.08401526982474405,,Bens Industriais,7
KEPLER WEBER S.A.,91.983.056/0001-69,2019,,1.713827965617989,0.4465664207589477,0.14279348375652354,,Bens Industriais,8
KEPLER WEBER S.A.,91.983.056/0001-69,2020,,1.3871483513019356,0.8328526362356105,0.16201882179776922,,Bens Industriais,9
KEPLER WEBER S.A.,91.983.056/0001-69,2021,,1.2612254576111805,1.2060871260533328,0.1901590224592005,,Bens Industriais,10
KEPLER WEBER S.A.,91.983.056/0001-69,2022,,1.5892429605974547,1.1326669680379058,0.3020037997114687,,Bens Industriais,11
KLABIN S.A.,89.637.490/0001-45,2012,,2.5077048685942938,1.6006471962974558,0.5372411838594316,,Materiais Básicos,1
KLABIN S.A.,89.637.490/0001-45,2013,,2.7120611088539395,1.766626606093052,0.41001670458155165,,Materiais Básicos,2
KLABIN S.A.,89.637.490/0001-45,2014,,3.13619463942803,1.9998417471343055,0.5418397909880132,,Materiais Básicos,3
KLABIN S.A.,89.637.490/0001-45,2015,,2.74349610014246,3.9077936005560185,0.4378918729887128,,Materiais Básicos,4
KLABIN S.A.,89.637.490/0001-45,2016,,2.4036782422513023,3.1284988485051977,0.39787595133862225,,Materiais Básicos,5
KLABIN S.A.,89.637.490/0001-45,2017,,3.1498639165507845,3.2229614781333704,0.4171003626015689,,Materiais Básicos,6
KLABIN S.A.,89.637.490/0001-45,2018,,2.92907454488776,3.5358487302605295,0.46492987892629944,,Materiais Básicos,7
KLABIN S.A.,89.637.490/0001-45,2019,,4.404523335791038,4.337890287025326,0.4594881208710534,,Materiais Básicos,8
KLABIN S.A.,89.637.490/0001-45,2020,,2.9849050995828943,7.043827474291073,0.4684764839028943,,Materiais Básicos,9
KLABIN S.A.,89.637.490/0001-45,2021,,2.493724197118532,4.937674167084967,0.49772598036039195,,Materiais Básicos,10
KLABIN S.A.,89.637.490/0001-45,2022,,1.935080125353039,3.112747580320162,0.4921827558033992,,Materiais Básicos,11
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2012,,,,,,Saúde,1
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2013,,,,,,Saúde,2
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2014,,,,,,Saúde,3
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2015,,,,,,Saúde,4
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2016,,,,,,Saúde,5
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2017,,,,,,Saúde,6
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2018,,,,,,Saúde,7
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2019,,,,,,Saúde,8
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2020,,1.36527886345095,4.972891631599497,0.1749555355576715,,Saúde,9
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2021,,1.418729266586023,1.9747093839331802,0.1633157824664621,,Saúde,10
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2022,,2.1028303177693326,2.8605237265586436,0.1927841937061526,,Saúde,11
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2012,,,,,,Consumo Cíclico,1
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2013,,,,,,Consumo Cíclico,2
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2014,,,,,,Consumo Cíclico,3
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2015,,,,,,Consumo Cíclico,4
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2016,,,,,,Consumo Cíclico,5
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2017,,,,,,Consumo Cíclico,6
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2018,,,,,,Consumo Cíclico,7
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2019,,2.581323706377858,2.167119682830976,0.2745815359848094,,Consumo Cíclico,8
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2020,,4.770918557084418,0.30257447854062897,0.33176266387024456,,Consumo Cíclico,9
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2021,,3.174615065429826,0.40087458658743225,0.2910926190358954,,Consumo Cíclico,10
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2022,,4.532755931859057,0.5354908256552051,0.157379345862888,,Consumo Cíclico,11
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2012,,,,,,Saúde,1
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2013,,,,,,Saúde,2
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2014,,,,,,Saúde,3
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2015,,,,,,Saúde,4
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2016,,,,,,Saúde,5
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2017,,,,,,Saúde,6
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2018,,1.4735002496611742,1.1854470062198685,0.12414183397038632,,Saúde,7
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2019,,1.2292770182201391,1.189910617138325,0.25240779227080484,,Saúde,8
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2020,,1.91357205539265,1.5719306680371694,0.3626757060481568,,Saúde,9
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2021,,2.293087753813628,1.254654130493244,0.5223702047522156,,Saúde,10
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2022,,1.3776194860542175,1.1835698011029048,0.3075880121633907,,Saúde,11
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2012,194.76391433251516,0.8776441328788549,0.12759493492690274,inf,2.6977106358716525,Materiais Básicos,1
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2013,-71.3642989437408,0.6649105592797365,0.15038497248429677,-inf,-0.8091522323215,Materiais Básicos,2
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2014,-35.189444917869004,0.3554231750027145,0.1675067571669709,-inf,-0.3305028145115975,Materiais Básicos,3
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2015,-1052.249584510291,876.6975806451613,0.16356870867368342,-inf,-11.793221894702251,Materiais Básicos,4
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2016,345.07668842178305,27.917828971425585,0.193762103706268,inf,5.545390470820411,Materiais Básicos,5
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2017,381.213018990682,2.798802088633357,0.21992559177560117,inf,4.720852388156473,Materiais Básicos,6
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2018,727.4305560485777,1718.8147058823529,0.1412600372707165,inf,8.889635606454972,Materiais Básicos,7
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2019,44.62462764494115,,,inf,0.5170969981061417,Materiais Básicos,8
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2020,,,,,,Materiais Básicos,9
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2021,,,,,,Materiais Básicos,10
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2022,,,,,,Materiais Básicos,11
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2012,,1.7003383421778122,2.054084799204078,0.2765201465201465,,Consumo Cíclico,1
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2012,,1.7003383421778122,2.054084799204078,0.2765201465201465,,Consumo Cíclico,1
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2013,,1.5291125450259968,2.413489928482383,0.26139890794541726,,Consumo Cíclico,2
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2013,,1.5291125450259968,2.413489928482383,0.26139890794541726,,Consumo Cíclico,2
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2014,,1.4035226476351206,2.4415223400245485,0.2491685970151708,,Consumo Cíclico,3
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2014,,1.4035226476351206,2.4415223400245485,0.2491685970151708,,Consumo Cíclico,3
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2015,,1.4789758255177876,2.1536343910130786,0.237995516910869,,Consumo Cíclico,4
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2015,,1.4789758255177876,2.1536343910130786,0.237995516910869,,Consumo Cíclico,4
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2016,,1.2177673984728232,2.3760986622606386,0.22879016451567633,,Consumo Cíclico,5
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2016,,1.2177673984728232,2.3760986622606386,0.22879016451567633,,Consumo Cíclico,5
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2017,,1.5357374654110965,3.3011983196993144,0.2047116020902966,,Consumo Cíclico,6
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2017,,1.5357374654110965,3.3011983196993144,0.2047116020902966,,Consumo Cíclico,6
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2018,,1.1061232190021022,3.521701391694043,0.20139076400579345,,Consumo Cíclico,7
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2018,,1.1061232190021022,3.521701391694043,0.20139076400579345,,Consumo Cíclico,7
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2019,,1.2759117825003286,2.5599533880663756,0.2170296961337482,,Consumo Cíclico,8
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2019,,1.2759117825003286,2.5599533880663756,0.2170296961337482,,Consumo Cíclico,8
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2020,,1.2963498641184177,2.377215534527883,0.23944142267634172,,Consumo Cíclico,9
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2020,,1.2963498641184177,2.377215534527883,0.23944142267634172,,Consumo Cíclico,9
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2021,,1.3928909619821446,2.3230611690291174,0.33918484853599595,,Consumo Cíclico,10
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2021,,1.3928909619821446,2.3230611690291174,0.33918484853599595,,Consumo Cíclico,10
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2022,,1.040234208902423,2.1917695663302075,0.37073426435010115,,Consumo Cíclico,11
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2022,,1.040234208902423,2.1917695663302075,0.37073426435010115,,Consumo Cíclico,11
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2012,,,,,,Tecnologia da Informação,1
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2013,,,,,,Tecnologia da Informação,2
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2014,,,,,,Tecnologia da Informação,3
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2015,,,,,,Tecnologia da Informação,4
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2016,,,,,,Tecnologia da Informação,5
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2017,,,,,,Tecnologia da Informação,6
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2018,,0.6547330174992617,3.52364660238676,0.232161735712721,,Tecnologia da Informação,7
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2019,4.939159050159619,0.7406006505787125,4.819037052970011,0.27702434686570726,0.0932436895007327,Tecnologia da Informação,8
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2020,1.1654330433920124,1.7919166858989153,1.154929055021492,0.20642756190983388,0.05490852751128629,Tecnologia da Informação,9
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2021,-0.8994083516081872,3.1786651737773397,0.5590310405285606,0.1198001019734869,-0.025848966796330034,Tecnologia da Informação,10
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2022,1.570050563498878,1.9749569280450294,0.5867217313885371,0.1330873226619397,0.05452823291502124,Tecnologia da Informação,11
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2012,,1.1777442440964314,2.5707693555720317,0.15476553524804176,,Bens Industriais,1
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2013,,1.3438768810953357,2.7028402871024975,0.18806735688019866,,Bens Industriais,2
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2014,,1.0165276695527565,3.520421093673847,0.1921264222710767,,Bens Industriais,3
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2015,,0.2300023968023708,23.08896977468022,0.1288598980304088,,Bens Industriais,4
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2016,,1.1722911071852455,8.778755099355179,0.3268436622751505,,Bens Industriais,5
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2017,,1.13209852637764,-3.9804413226965596,-0.5075478231358035,,Bens Industriais,6
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2018,,1.0068538142588532,-4.223702650954383,0.2026215607617095,,Bens Industriais,7
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2019,,2.7556921442070244,5.0308944730592,0.2576933750489449,,Bens Industriais,8
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2020,,2.5444026299852927,5.233739119625498,0.26573573117594984,,Bens Industriais,9
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2021,,1.9703456642865314,4.355765577194666,0.26419734882132856,,Bens Industriais,10
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2022,,1.56888830076603,2.939022217552483,0.27868750151181637,,Bens Industriais,11
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2012,,,,,,Consumo Cíclico,1
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2013,,,,,,Consumo Cíclico,2
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2014,,,,,,Consumo Cíclico,3
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2015,,,,,,Consumo Cíclico,4
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2016,,,,,,Consumo Cíclico,5
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2017,,,,,,Consumo Cíclico,6
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2018,,,,,,Consumo Cíclico,7
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2019,13.986942672201636,1.6309517415284063,10.291598588551892,0.12087509821194733,0.24358528557912357,Consumo Cíclico,8
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2020,21.873207206626486,1.6399670446636918,3.6287649141400338,0.13250417601180386,0.25005434682485583,Consumo Cíclico,9
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2021,15.354199579614452,1.6181850620358849,3.9714224509657274,0.12110753017054435,0.1782067791032067,Consumo Cíclico,10
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2022,-4.713944737233434,1.8911780164374388,4.646864323742321,0.08383045037160544,-0.14657983008871753,Consumo Cíclico,11
LOJAS RENNER S.A.,92.754.738/0001-62,2012,,1.4472945933601205,1.8873991619711676,0.1792097259086583,,Consumo Cíclico,1
LOJAS RENNER S.A.,92.754.738/0001-62,2013,,1.552974791846585,2.023951065224714,0.18714270416316578,,Consumo Cíclico,2
LOJAS RENNER S.A.,92.754.738/0001-62,2014,,1.7175852892122263,1.8683403152536453,0.19452118340291596,,Consumo Cíclico,3
LOJAS RENNER S.A.,92.754.738/0001-62,2015,,1.6045740487692135,1.5374222812277143,0.19495433670322745,,Consumo Cíclico,4
LOJAS RENNER S.A.,92.754.738/0001-62,2016,,1.4002144117164212,1.455712159757524,0.1994784841785994,,Consumo Cíclico,5
LOJAS RENNER S.A.,92.754.738/0001-62,2017,,1.6683961584274736,1.3414873399461322,0.19025133978255862,,Consumo Cíclico,6
LOJAS RENNER S.A.,92.754.738/0001-62,2018,,1.3713802405214188,1.2306287096865556,0.20629995154595462,,Consumo Cíclico,7
LOJAS RENNER S.A.,92.754.738/0001-62,2019,,1.3959007607797758,1.5064192301430044,0.24756328899068744,,Consumo Cíclico,8
LOJAS RENNER S.A.,92.754.738/0001-62,2020,,1.5792858003792019,1.6616509576981218,0.2186381378711932,,Consumo Cíclico,9
LOJAS RENNER S.A.,92.754.738/0001-62,2021,,1.758185086936297,1.1834212824172567,0.1636480003511309,,Consumo Cíclico,10
LOJAS RENNER S.A.,92.754.738/0001-62,2022,,1.863339204368404,1.096541318649836,0.18449255704315312,,Consumo Cíclico,11
LUPATECH S.A,89.463.822/0001-12,2012,,,,,,"Petróleo, Gás e Biocombustíveis",1
LUPATECH S.A,89.463.822/0001-12,2013,,,,,,"Petróleo, Gás e Biocombustíveis",2
LUPATECH S.A,89.463.822/0001-12,2014,,,,,,"Petróleo, Gás e Biocombustíveis",3
LUPATECH S.A,89.463.822/0001-12,2015,,,,,,"Petróleo, Gás e Biocombustíveis",4
LUPATECH S.A,89.463.822/0001-12,2016,,,,,,"Petróleo, Gás e Biocombustíveis",5
LUPATECH S.A,89.463.822/0001-12,2017,,,,,,"Petróleo, Gás e Biocombustíveis",6
LUPATECH S.A,89.463.822/0001-12,2018,,,,,,"Petróleo, Gás e Biocombustíveis",7
LUPATECH S.A,89.463.822/0001-12,2019,,2.69440056169914,4.0683272234218855,-0.2964561145795079,,"Petróleo, Gás e Biocombustíveis",8
LUPATECH S.A,89.463.822/0001-12,2020,,2.553508646748226,2.5136162624821683,0.2264316857802367,,"Petróleo, Gás e Biocombustíveis",9
LUPATECH S.A,89.463.822/0001-12,2021,,2.7096350655897212,2.4674469742401994,-0.4661849432941755,,"Petróleo, Gás e Biocombustíveis",10
LUPATECH S.A,89.463.822/0001-12,2022,,1.527922461019806,2.053189562400776,-0.4500045293957786,,"Petróleo, Gás e Biocombustíveis",11
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2012,,0.5248804330951177,-9.600801054018445,-0.4229269103472537,,"Petróleo, Gás e Biocombustíveis",1
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2013,,0.21386689240958306,-3.5381399170528014,-0.12872176886512918,,"Petróleo, Gás e Biocombustíveis",2
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2014,,0.9384118555151318,9.724102854506176,-0.4513970027609573,,"Petróleo, Gás e Biocombustíveis",3
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2015,,1.1139332022832948,7.7236612261957065,-0.8525721782820339,,"Petróleo, Gás e Biocombustíveis",4
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2016,,0.9171773256142014,13.397570106027661,-0.30007365365452104,,"Petróleo, Gás e Biocombustíveis",5
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2017,,1.7716079608276734,4.129878815441,0.12322232703842799,,"Petróleo, Gás e Biocombustíveis",6
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2018,,1.7800904765253265,3.3674687488269077,-0.3437216028067292,,"Petróleo, Gás e Biocombustíveis",7
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2019,,,,,,"Petróleo, Gás e Biocombustíveis",8
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2020,,,,,,"Petróleo, Gás e Biocombustíveis",9
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2021,,,,,,"Petróleo, Gás e Biocombustíveis",10
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2022,,,,,,"Petróleo, Gás e Biocombustíveis",11
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2012,,2.2410169730262695,0.4215823494224303,0.17637917922842236,,Consumo não Cíclico,1
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2013,,2.014226758701718,0.377578060313571,0.15627703438925067,,Consumo não Cíclico,2
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2014,,2.3817116549142483,0.362974309746981,0.16821015351897098,,Consumo não Cíclico,3
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2015,,2.4343742902276633,0.3719807530108732,0.14855292888785426,,Consumo não Cíclico,4
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2016,,2.8788749738353197,0.31092789699848117,0.1725611389187569,,Consumo não Cíclico,5
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2017,,4.3306382083189074,0.2199265972490295,0.17843946418210807,,Consumo não Cíclico,6
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2018,,1.9122342543506945,0.4037551940966331,0.15487330072062425,,Consumo não Cíclico,7
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2019,,2.0126256168695233,0.34235196197882567,0.12649141294788263,,Consumo não Cíclico,8
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2020,,2.368777876240508,0.4641123226788139,0.13433530175150057,,Consumo não Cíclico,9
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2021,,3.342767955688874,0.5154517278018192,0.08751842515388315,,Consumo não Cíclico,10
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2022,,1.9765645897334057,0.7051673485899921,0.08889463684464871,,Consumo não Cíclico,11
MAGAZINE LUIZA S.A.,47.960.950/0001-21,2012,-0.16671165038849128,1.1283488225995242,8.196150274678892,0.031545657780342934,-0.002129910319565492,Consumo Cíclico,1
MAGAZINE LUIZA S.A.,47.960.950/0001-21,2013,2.48582412301778,1.1560375076505653,5.786394111236361,0.05896366406422797,0.0324581780742021,Consumo Cíclico,2
