"","DENOM_CIA","CNPJ_CIA","ano","ROA","margem_ebitda","margem_liquida","liquidez_corrente","cap_terc_patrimo_liquido","setor_economico_Bens Industriais","setor_economico_Comunicações","setor_economico_Consumo Cíclico","setor_economico_Consumo não Cíclico","setor_economico_Materiais Básicos","setor_economico_Petróleo, Gás e Biocombustíveis","setor_economico_Saúde","setor_economico_Tecnologia da Informação","setor_economico_Utilidade Pública"
"1","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2012",-4.02196855484872,-0.156135529549018,-0.1751606350016,1.43737602572892,1.55936474876195,"0","0","0","0","0","0","0","0","1"
"2","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2013",-4.54627074426731,-0.130917858645228,-0.223206057645037,1.52074102273537,1.28024206663926,"0","0","0","0","0","0","0","0","1"
"3","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2014",-2.04830757119582,-0.00592871104618326,-0.0979506133506216,1.58427610069442,1.54416030326218,"0","0","0","0","0","0","0","0","1"
"4","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2015",-9.99272760845425,-0.328392224356082,-0.45885827533955,1.04760747316256,2.58524670153172,"0","0","0","0","0","0","0","0","1"
"5","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2016",2.0605793348434,0.325885840182036,0.0578327956249643,0.940078764205481,2.86927746413832,"0","0","0","0","0","0","0","0","1"
"6","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2017",-0.997651347554076,0.178059898789799,-0.0455615668635124,1.09277735552441,3.04596759321764,"0","0","0","0","0","0","0","0","1"
"7","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2018",7.36579751621939,0.806427611554521,0.534421533017611,1.28259364240542,2.23537960398756,"0","0","0","0","0","0","0","0","1"
"8","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2019",6.05400454952919,0.369950082463717,0.387507260006275,1.58820393448692,1.4857320234631,"0","0","0","0","0","0","0","0","1"
"9","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2020",3.56900024316848,0.360625034365797,0.219642377010337,1.71180394018712,1.42662113833555,"0","0","0","0","0","0","0","0","1"
"10","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2021",3.03427502819935,0.402277144066575,0.151892715702241,1.66412833162754,1.46415916015496,"0","0","0","0","0","0","0","0","1"
"11","CENTRAIS ELET BRAS S.A. - ELETROBRAS","00.001.180/0001-26","2022",1.34646442649217,0.313982768152111,0.106778104146908,1.87675805446083,1.4337636823711,"0","0","0","0","0","0","0","0","1"
"12","ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.","00.242.184/0001-04","2021",1.76944171956189,0.472233767966461,0.148976020772077,6.09206423623933,1.94912900816664,"1","0","0","0","0","0","0","0","0"
"13","ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.","00.242.184/0001-04","2022",3.98265868841255,0.480669374649332,0.156124376677167,3.28357460882839,2.22046385002948,"1","0","0","0","0","0","0","0","0"
"14","ENERGISA S.A.","00.864.214/0001-06","2012",5.75298559722717,0.219333906345118,0.0997112445398018,1.34693657728168,2.37011813528105,"0","0","0","0","0","0","0","0","1"
"15","ENERGISA S.A.","00.864.214/0001-06","2013",3.6683143416477,0.217441069476501,0.0709458277287341,1.18469650603858,2.02596856529042,"0","0","0","0","0","0","0","0","1"
"16","ENERGISA S.A.","00.864.214/0001-06","2014",1.63813495604313,0.187782102887364,0.0368038925744717,1.20888940687773,5.2029044370194,"0","0","0","0","0","0","0","0","1"
"17","ENERGISA S.A.","00.864.214/0001-06","2015",1.89924085710539,0.131091743449799,0.0294425783380659,1.2466547796178,4.57601991459148,"0","0","0","0","0","0","0","0","1"
"18","ENERGISA S.A.","00.864.214/0001-06","2016",0.977814313867877,0.154116502034808,0.0165770092276534,1.26655068882298,3.19498177367427,"0","0","0","0","0","0","0","0","1"
"19","ENERGISA S.A.","00.864.214/0001-06","2017",2.59693738617065,0.150512929603933,0.0419869131051831,1.23554031796689,3.60826724174327,"0","0","0","0","0","0","0","0","1"
"20","ENERGISA S.A.","00.864.214/0001-06","2018",3.23925460173439,0.241809749067954,0.074721516868227,1.46423375733666,5.02196599999206,"0","0","0","0","0","0","0","0","1"
"21","ENERGISA S.A.","00.864.214/0001-06","2019",1.34069301548578,0.175847272301575,0.0264861791873491,1.30844965681967,5.08456753251978,"0","0","0","0","0","0","0","0","1"
"22","ENERGISA S.A.","00.864.214/0001-06","2020",3.52803987691101,0.193364868672273,0.0790682515397777,1.09618216521372,5.06237541860878,"0","0","0","0","0","0","0","0","1"
"23","ENERGISA S.A.","00.864.214/0001-06","2021",5.18781930775185,0.221698140288472,0.10631740948161,1.27330591603446,4.97189386234861,"0","0","0","0","0","0","0","0","1"
"24","ENERGISA S.A.","00.864.214/0001-06","2022",4.0690343872135,0.263977128443323,0.0916125513745788,1.11337539546673,3.77986650167354,"0","0","0","0","0","0","0","0","1"
"25","NEOENERGIA S.A.","01.083.200/0001-18","2012",6.64864947955986,0.21611230156432,0.131470570404893,2.10052606826667,0.859408431744127,"0","0","0","0","0","0","0","0","1"
"26","NEOENERGIA S.A.","01.083.200/0001-18","2013",5.23389907056233,0.202897450212911,0.100883826702435,1.36553160032024,1.11898537994343,"0","0","0","0","0","0","0","0","1"
"27","NEOENERGIA S.A.","01.083.200/0001-18","2014",3.4287701107898,0.198679220895175,0.063115553263817,1.16169355522697,1.28100713249442,"0","0","0","0","0","0","0","0","1"
"28","NEOENERGIA S.A.","01.083.200/0001-18","2015",1.35901616177883,0.153615358498432,0.0254474735695044,0.871366156451007,1.93846900046614,"0","0","0","0","0","0","0","0","1"
"29","NEOENERGIA S.A.","01.083.200/0001-18","2016",1.26684264295678,0.182045432621347,0.0238841501119943,0.760511694580029,2.03341831380735,"0","0","0","0","0","0","0","0","1"
"30","NEOENERGIA S.A.","01.083.200/0001-18","2017",1.07135072087545,0.151797511906289,0.0220171376438641,0.921913496461974,1.7002058641161,"0","0","0","0","0","0","0","0","1"
"31","NEOENERGIA S.A.","01.083.200/0001-18","2018",3.42310505445804,0.176276146650459,0.0614152709642983,1.43176259680848,1.64920185961092,"0","0","0","0","0","0","0","0","1"
"32","NEOENERGIA S.A.","01.083.200/0001-18","2019",4.2595799794971,0.201765919934895,0.081138983292865,1.35379492655758,1.81507463339886,"0","0","0","0","0","0","0","0","1"
"33","NEOENERGIA S.A.","01.083.200/0001-18","2020",4.38179706472389,0.203757541654944,0.0908124667854575,1.24808333333333,2.08229113394393,"0","0","0","0","0","0","0","0","1"
"34","NEOENERGIA S.A.","01.083.200/0001-18","2021",4.73892773892774,0.229051314722576,0.0941966871307773,1.09227683049147,2.53989603102566,"0","0","0","0","0","0","0","0","1"
"35","NEOENERGIA S.A.","01.083.200/0001-18","2022",5.18533763729717,0.271554444106855,0.111879776567649,1.17224152910513,2.42718194305231,"0","0","0","0","0","0","0","0","1"
"36","GAFISA S.A.","01.545.826/0001-07","2012",-0.841837179034624,0.0656135838526065,-0.019316355372574,2.50684646078088,2.3691521252489,"0","0","1","0","0","0","0","0","0"
"37","GAFISA S.A.","01.545.826/0001-07","2013",10.6033828545172,0.18736213889105,0.349699400816779,2.11698036133123,1.54567530766223,"0","0","1","0","0","0","0","0","0"
"38","GAFISA S.A.","01.545.826/0001-07","2014",-0.606798474351125,0.0277633916907408,-0.0203277734335411,2.06582193864992,1.35608322382629,"0","0","1","0","0","0","0","0","0"
"39","GAFISA S.A.","01.545.826/0001-07","2015",1.04993364231224,0.0713527630638983,0.0309368487991426,2.10679810187465,1.18269838010407,"0","0","1","0","0","0","0","0","0"
"40","GAFISA S.A.","01.545.826/0001-07","2016",-22.2976037453487,-0.483095955216676,-1.2686770092323,1.49423216365274,1.6988945081802,"0","0","1","0","0","0","0","0","0"
"41","GAFISA S.A.","01.545.826/0001-07","2017",-29.5377428045493,-1.36673220295554,-1.39636150408247,1.42781988092472,2.78999583884204,"0","0","1","0","0","0","0","0","0"
"42","GAFISA S.A.","01.545.826/0001-07","2018",-16.6757445730481,-0.355103752662893,-0.438422256010307,1.62016044041713,4.12231569513637,"0","0","1","0","0","0","0","0","0"
"43","GAFISA S.A.","01.545.826/0001-07","2019",-0.552649862631065,0.0609965914624249,-0.0352165607481303,1.43737234530127,1.85081489773142,"0","0","1","0","0","0","0","0","0"
"44","GAFISA S.A.","01.545.826/0001-07","2020",-2.05333388088903,0.0134393611184951,-0.087099638593058,1.73340918045571,1.40633205594499,"0","0","1","0","0","0","0","0","0"
"45","GAFISA S.A.","01.545.826/0001-07","2021",1.71635229502031,0.282908147054654,0.0990458360421748,2.12718764281144,1.60040948173797,"0","0","1","0","0","0","0","0","0"
"46","GAFISA S.A.","01.545.826/0001-07","2022",-1.51625556758065,-0.084887548118525,-0.0732325877621156,2.1041281237642,2.09473485903934,"0","0","1","0","0","0","0","0","0"
"47","SEQUOIA LOGÍSTICA E TRANSPORTES S.A.","01.599.101/0001-93","2019",-1.16575366153665,0.123012614198227,-0.013553008650332,1.05935328674665,6.09943945149634,"1","0","0","0","0","0","0","0","0"
"48","SEQUOIA LOGÍSTICA E TRANSPORTES S.A.","01.599.101/0001-93","2020",0.510801103004772,0.113705016185607,0.00704131512690498,2.16078674052012,2.34498997143378,"1","0","0","0","0","0","0","0","0"
"49","SEQUOIA LOGÍSTICA E TRANSPORTES S.A.","01.599.101/0001-93","2021",-0.901082247151105,0.119919860927401,-0.0117478986843222,1.24529014196851,2.29905081462175,"1","0","0","0","0","0","0","0","0"
"50","SEQUOIA LOGÍSTICA E TRANSPORTES S.A.","01.599.101/0001-93","2022",-5.38981496844695,0.120094905402192,-0.0592310800228119,1.14326223288944,2.95471579950896,"1","0","0","0","0","0","0","0","0"
"51","BRF S.A.","01.838.723/0001-27","2012",2.66690623317477,0.0826015837428,0.0287777809064738,1.55273867939012,1.11115282340059,"0","0","0","1","0","0","0","0","0"
"52","BRF S.A.","01.838.723/0001-27","2013",3.29529329023654,0.102739383575625,0.0349539137425779,1.56975750800347,1.20292799054773,"0","0","0","1","0","0","0","0","0"
"53","BRF S.A.","01.838.723/0001-27","2014",6.16245659901946,0.162331936639916,0.0767017975723866,1.82756972789364,1.30107496247756,"0","0","0","1","0","0","0","0","0"
"54","BRF S.A.","01.838.723/0001-27","2015",7.7519483874597,0.172225943974645,0.0972418796630116,1.65044854137465,1.91908377459633,"0","0","0","1","0","0","0","0","0"
"55","BRF S.A.","01.838.723/0001-27","2016",-0.855372097888328,0.101325959080975,-0.0108896469099305,1.49470773248648,2.51450162705014,"0","0","0","1","0","0","0","0","0"
"56","BRF S.A.","01.838.723/0001-27","2017",-2.42956202751978,0.0792992347147922,-0.032831648488444,1.2869389022204,2.86146357031148,"0","0","0","1","0","0","0","0","0"
"57","BRF S.A.","01.838.723/0001-27","2018",-10.5379790284061,0.0510416560044661,-0.147945664332692,1.31350492523798,4.62714177544024,"0","0","0","1","0","0","0","0","0"
"58","BRF S.A.","01.838.723/0001-27","2019",0.713303355049951,0.157085961124143,0.00889323938962501,1.12919703947875,4.11767856285979,"0","0","0","1","0","0","0","0","0"
"59","BRF S.A.","01.838.723/0001-27","2020",2.79889586421446,0.132789734910577,0.0352186360676671,1.48390526418869,4.63507283230541,"0","0","0","1","0","0","0","0","0"
"60","BRF S.A.","01.838.723/0001-27","2021",0.782392666118781,0.119068007452118,0.00904745755384329,1.23640827693795,5.33421425320343,"0","0","0","1","0","0","0","0","0"
"61","BRF S.A.","01.838.723/0001-27","2022",-5.43022388581469,0.0530696870931839,-0.058389078433339,1.18864555150142,3.89343551045013,"0","0","0","1","0","0","0","0","0"
"62","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2012",-5.1995939641316,0.0369478200818881,-0.0597665109855043,0.661555634091124,3.30585372133368,"0","0","0","0","1","0","0","0","0"
"63","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2013",-16.0326227520131,0.435075383214709,-0.319455339811385,0.904898801889448,12.1917281119093,"0","0","0","0","1","0","0","0","0"
"64","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2014",-3.77512907354362,0.0536344043887147,-0.0707941483803553,0.899936261173727,29.1778770362585,"0","0","0","0","1","0","0","0","0"
"65","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2015",-7.89565515941026,0.0356929112077854,-0.141104433324113,0.759883730946914,-22.3527025808972,"0","0","0","0","1","0","0","0","0"
"66","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2016",7.97304212889593,0.266309647510191,0.132356668988433,1.27236432323579,54.1191992720655,"0","0","0","0","1","0","0","0","0"
"67","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2017",14.1356044821926,0.245670886075949,0.236538362180315,1.29181484755058,3.43011982272802,"0","0","0","0","1","0","0","0","0"
"68","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2018",0.885051103883708,0.091400028837966,0.0102796466532996,1.38046575559726,3.55034240187588,"0","0","0","0","1","0","0","0","0"
"69","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2019",2.71287315976218,0.0862973051914271,0.0276902016875617,1.21130867870101,3.05656166082932,"0","0","0","0","1","0","0","0","0"
"70","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2020",17.0105938640472,0.201593242592498,0.144653518997166,1.59695007043928,1.67531272238476,"0","0","0","0","1","0","0","0","0"
"71","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2021",17.7291196457958,0.157156189662499,0.129444193341501,1.98300958433704,1.445616942875,"0","0","0","0","1","0","0","0","0"
"72","DEXXOS PARTICIPAÇÕES S.A.","02.193.750/0001-52","2022",13.7576199695966,0.145471539120007,0.0857510671519293,2.72032924226068,0.900749545432744,"0","0","0","0","1","0","0","0","0"
"73","UNIFIQUE TELECOMUNICAÇÕES S.A.","02.255.187/0001-08","2020",11.0672847211406,0.486467306186374,0.176365505090055,0.709681957022668,2.88017432902902,"0","1","0","0","0","0","0","0","0"
"74","UNIFIQUE TELECOMUNICAÇÕES S.A.","02.255.187/0001-08","2021",4.97886706185704,0.492528123253214,0.175855488401342,2.82231498816144,0.686750141290951,"0","1","0","0","0","0","0","0","0"
"75","UNIFIQUE TELECOMUNICAÇÕES S.A.","02.255.187/0001-08","2022",6.78374418832434,0.508271820390067,0.191920382991769,1.84778007700972,0.924658619396475,"0","1","0","0","0","0","0","0","0"
"76","PRODUTORES ENERGET.DE MANSO S.A.- PROMAN","02.291.077/0001-93","2021",1.8344786375859,0.669290251311792,0.0423916045291356,3.30173199635369,-45.0394736842105,"0","0","0","0","0","0","0","0","1"
"77","PRODUTORES ENERGET.DE MANSO S.A.- PROMAN","02.291.077/0001-93","2022",1.44658975431885,0.686751233262861,0.0284237726098191,2.40297684674752,-122.224637681159,"0","0","0","0","0","0","0","0","1"
"78","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2012",7.34586427731651,0.103760055254237,0.0447168137019839,1.30402373251968,1.63871379538749,"1","0","0","0","0","0","0","0","0"
"79","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2013",3.28834310856547,0.078928379406858,0.0222714560790931,2.28989653256446,1.98926538478777,"1","0","0","0","0","0","0","0","0"
"80","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2014",-2.17616865330774,0.112379328861112,-0.015938975501423,3.56970912161968,1.91125763449411,"1","0","0","0","0","0","0","0","0"
"81","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2015",1.09204402488057,0.0641807504961855,0.00884582081734315,2.14459474929405,1.48876870400123,"1","0","0","0","0","0","0","0","0"
"82","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2016",1.66956076520126,0.0939244997515941,0.0149649688112559,1.49882398902921,1.20787198361936,"1","0","0","0","0","0","0","0","0"
"83","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2017",12.3844215737643,0.126251066675892,0.0957245323923522,1.9402212187746,0.866844471776224,"1","0","0","0","0","0","0","0","0"
"84","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2018",13.3734354789093,0.145724246458108,0.0863381824069473,1.97788938244981,0.671097833896262,"1","0","0","0","0","0","0","0","0"
"85","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2019",19.6841755960143,0.199218448475492,0.143968767627587,1.67118322386171,0.713540226647122,"1","0","0","0","0","0","0","0","0"
"86","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2020",7.15811757740532,0.128092407871269,0.0726348397041604,2.51503315601545,0.641413019329038,"1","0","0","0","0","0","0","0","0"
"87","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2021",10.316545715932,0.14833477772715,0.106999304109921,2.30819187184272,0.533504280780448,"1","0","0","0","0","0","0","0","0"
"88","TEGMA GESTAO LOGISTICA S.A.","02.351.144/0001-18","2022",14.3701623645462,0.162937273669855,0.116499782197709,2.29949035841325,0.448365133804442,"1","0","0","0","0","0","0","0","0"
"89","LOCAWEB SERVIÇOS DE INTERNET S.A.","02.351.877/0001-52","2018",3.9394070986046,0.232161735712721,0.0345605953337164,0.654733017499262,3.52364660238676,"0","0","0","0","0","0","0","1","0"
"90","LOCAWEB SERVIÇOS DE INTERNET S.A.","02.351.877/0001-52","2019",3.5156698371442,0.277024346865707,0.046850411052663,0.740600650578712,4.81903705297001,"0","0","0","0","0","0","0","1","0"
"91","LOCAWEB SERVIÇOS DE INTERNET S.A.","02.351.877/0001-52","2020",1.35916340531712,0.206427561909834,0.0404334200446529,1.79191668589892,1.15492905502149,"0","0","0","0","0","0","0","1","0"
"92","LOCAWEB SERVIÇOS DE INTERNET S.A.","02.351.877/0001-52","2021",-0.344175814857932,0.119800101973487,-0.0196811329054446,3.17866517377734,0.559031040528561,"0","0","0","0","0","0","0","1","0"
"93","LOCAWEB SERVIÇOS DE INTERNET S.A.","02.351.877/0001-52","2022",0.640921711500778,0.13308732266194,0.0265988424439559,1.97495692804503,0.586721731388537,"0","0","0","0","0","0","0","1","0"
"94","LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A","02.357.251/0001-53","2018",-1.18642130529203,0.124141833970386,-0.0192600289457082,1.47350024966117,1.18544700621987,"0","0","0","0","0","0","1","0","0"
"95","LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A","02.357.251/0001-53","2019",8.4858700396549,0.252407792270805,0.147783052053598,1.22927701822014,1.18991061713832,"0","0","0","0","0","0","1","0","0"
"96","LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A","02.357.251/0001-53","2020",10.3368034292713,0.362675706048157,0.118170262154345,1.91357205539265,1.57193066803717,"0","0","0","0","0","0","1","0","0"
"97","LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A","02.357.251/0001-53","2021",22.9123626658025,0.522370204752216,0.26592974326961,2.29308775381363,1.25465413049324,"0","0","0","0","0","0","1","0","0"
"98","LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A","02.357.251/0001-53","2022",-3.87666064285876,0.307588012163391,-0.120544531176526,1.37761948605422,1.1835698011029,"0","0","0","0","0","0","1","0","0"
"99","PADTEC HOLDING S.A.","02.365.069/0001-44","2012",-2.37860055711849,0.012319410639395,-0.012092381500469,1.05182352179312,8.00637075066773,"0","0","0","0","0","0","0","1","0"
"100","PADTEC HOLDING S.A.","02.365.069/0001-44","2013",-1.73604616912927,0.0100646011796963,-0.0100763019367353,0.962694925216968,5.00028896295898,"0","0","0","0","0","0","0","1","0"
"101","PADTEC HOLDING S.A.","02.365.069/0001-44","2014",-3.21170218438405,-0.02591441859157,-0.0183520426618001,0.925656642922025,7.90280685525099,"0","0","0","0","0","0","0","1","0"
"102","PADTEC HOLDING S.A.","02.365.069/0001-44","2015",-71.3580622335542,-0.229098611111111,-0.338952777777778,0.459614805800891,-3.56773680100907,"0","0","0","0","0","0","0","1","0"
"103","PADTEC HOLDING S.A.","02.365.069/0001-44","2016",125.301471052465,144.297555791711,126.545164718385,22.4968325791855,-7.40088906849869,"0","0","0","0","0","0","0","1","0"
"104","PADTEC HOLDING S.A.","02.365.069/0001-44","2017",41.4719351276992,47.7181069958848,47.1440329218107,0.342638073559363,22.0004163197336,"0","0","0","0","0","0","0","1","0"
"105","PADTEC HOLDING S.A.","02.365.069/0001-44","2020",4.57005236269397,0.147200415847082,0.101663979018625,1.81557646440175,2.65592358171863,"0","0","0","0","0","0","0","1","0"
"106","PADTEC HOLDING S.A.","02.365.069/0001-44","2021",11.8488526504043,0.205504160121022,0.148219584569733,1.89970885465397,2.35048349267943,"0","0","0","0","0","0","0","1","0"
"107","PADTEC HOLDING S.A.","02.365.069/0001-44","2022",1.96408111650984,0.121946817964317,0.0266703123931916,1.87352011405194,2.66024955962234,"0","0","0","0","0","0","0","1","0"
"108","RUMO S.A.","02.387.241/0001-60","2012",1.37866106380786,0.472888080350212,0.068197192270983,1.48091490168441,3.12784729851264,"1","0","0","0","0","0","0","0","0"
"109","RUMO S.A.","02.387.241/0001-60","2013",0.148175091713063,0.477701318109993,0.00768325375828041,1.52714988263668,3.10626071733422,"1","0","0","0","0","0","0","0","0"
"110","RUMO S.A.","02.387.241/0001-60","2014",-12.8411530151794,0.268981655239833,-0.550397629822946,0.293279519109225,6.30796593931953,"1","0","0","0","0","0","0","0","0"
"111","RUMO S.A.","02.387.241/0001-60","2015",-7.87777364407708,0.250114490495602,-0.287040447202286,0.399452095412338,5.72230411873497,"1","0","0","0","0","0","0","0","0"
"112","RUMO S.A.","02.387.241/0001-60","2016",-4.5701778022739,0.366222659068449,-0.244119216654726,0.678019781088968,3.05817608871587,"1","0","0","0","0","0","0","0","0"
"113","RUMO S.A.","02.387.241/0001-60","2017",-0.985294581874862,0.463650216292384,-0.0434616266216463,1.25473941914834,2.2707656613397,"1","0","0","0","0","0","0","0","0"
"114","RUMO S.A.","02.387.241/0001-60","2018",1.00599197769981,0.492343281696284,0.041453250266973,1.647175575482,2.27128948476622,"1","0","0","0","0","0","0","0","0"
"115","RUMO S.A.","02.387.241/0001-60","2019",2.39356453073683,0.540281383326937,0.1108759509244,1.62969978782056,2.81141979597383,"1","0","0","0","0","0","0","0","0"
"116","RUMO S.A.","02.387.241/0001-60","2020",0.663658921811885,0.525972490722649,0.0437364406985255,2.33821750894071,2.00126762457419,"1","0","0","0","0","0","0","0","0"
"117","RUMO S.A.","02.387.241/0001-60","2021",0.323284778100904,0.45034714082632,0.0209339655509842,2.78794557612353,2.20766733808021,"1","0","0","0","0","0","0","0","0"
"118","RUMO S.A.","02.387.241/0001-60","2022",1.11861040315226,0.508368941020014,0.0522299021653999,1.71426595677192,1.98185614307175,"1","0","0","0","0","0","0","0","0"
"119","TIM S.A.","02.421.421/0001-11","2020",4.42615725482366,0.483091256726677,0.106770330832881,1.25410879074763,0.796785367737945,"0","1","0","0","0","0","0","0","0"
"120","TIM S.A.","02.421.421/0001-11","2022",2.96189216043074,0.463851344871006,0.0775983671020878,0.790090554138208,1.22103226063019,"0","1","0","0","0","0","0","0","0"
"121","CPFL ENERGIA S.A.","02.429.144/0001-93","2012",4.04410689295461,0.239950297396631,0.0834753722431272,1.08411620936078,2.69637938870671,"0","0","0","0","0","0","0","0","1"
"122","CPFL ENERGIA S.A.","02.429.144/0001-93","2013",3.05718595708969,0.222151154145565,0.0648520799986005,1.48084335824195,2.52810443521431,"0","0","0","0","0","0","0","0","1"
"123","CPFL ENERGIA S.A.","02.429.144/0001-93","2014",2.52556382528687,0.200824318029033,0.0512218866791533,1.24235874271144,2.74007897267327,"0","0","0","0","0","0","0","0","1"
"124","CPFL ENERGIA S.A.","02.429.144/0001-93","2015",2.15944643493361,0.170645271430791,0.0433179587574283,1.31326181461947,3.00117658811756,"0","0","0","0","0","0","0","0","1"
"125","CPFL ENERGIA S.A.","02.429.144/0001-93","2016",2.08450633553984,0.20263797432086,0.0459948151141406,1.26176147167825,3.06558775427884,"0","0","0","0","0","0","0","0","1"
"126","CPFL ENERGIA S.A.","02.429.144/0001-93","2017",3.0110327488526,0.171323958712884,0.0464777122969777,0.842031348429626,2.69047402797554,"0","0","0","0","0","0","0","0","1"
"127","CPFL ENERGIA S.A.","02.429.144/0001-93","2018",5.1312875889597,0.190427480877505,0.0769813311311267,1.11731057813472,2.368196615121,"0","0","0","0","0","0","0","0","1"
"128","CPFL ENERGIA S.A.","02.429.144/0001-93","2019",6.23503500918241,0.204189971066207,0.0918165668497699,1.02729232176571,2.31833947415532,"0","0","0","0","0","0","0","0","1"
"129","CPFL ENERGIA S.A.","02.429.144/0001-93","2020",7.54881128275213,0.210361209611172,0.119973171476713,0.958756766561264,2.44953988464838,"0","0","0","0","0","0","0","0","1"
"130","CPFL ENERGIA S.A.","02.429.144/0001-93","2021",7.34083477891475,0.226197794509727,0.123788132602815,1.20433985040868,2.93433047651542,"0","0","0","0","0","0","0","0","1"
