"","DENOM_CIA","CNPJ_CIA","ano","ROA","margem_ebitda","margem_liquida","liquidez_corrente","cap_terc_patrimo_liquido","setor_economico_Bens Industriais","setor_economico_Comunicações","setor_economico_Consumo Cíclico","setor_economico_Consumo não Cíclico","setor_economico_Materiais Básicos","setor_economico_Petróleo, Gás e Biocombustíveis","setor_economico_Saúde","setor_economico_Tecnologia da Informação","setor_economico_Utilidade Pública"
"131","CPFL ENERGIA S.A.","02.429.144/0001-93","2022",7.33534852046173,0.30368143079486,0.132611210325333,1.02022054721862,3.05623193551815,"0","0","0","0","0","0","0","0","1"
"132","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2012",12.2298770687491,0.632755752214911,0.305327899303389,1.17426906326652,1.24506227530003,"0","0","0","0","0","0","0","0","1"
"133","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2013",11.3537373610137,0.533291144832381,0.258005968403878,1.07086766338295,1.35886572204397,"0","0","0","0","0","0","0","0","1"
"134","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2014",10.1545488705078,0.447288495813671,0.213689587448181,1.68107463303722,1.40860633756379,"0","0","0","0","0","0","0","0","1"
"135","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2015",9.81200630848068,0.476694926641234,0.230542762579512,1.48665256449035,1.30357719263803,"0","0","0","0","0","0","0","0","1"
"136","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2016",10.7374076185128,0.473717362753558,0.240330927852494,1.86311760256864,1.18004718194894,"0","0","0","0","0","0","0","0","1"
"137","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2017",10.2437982896299,0.499169538415143,0.285958815439239,0.658116460033003,1.86310173415902,"0","0","0","0","0","0","0","0","1"
"138","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2018",9.75501931807338,0.492027895600032,0.263270239932906,1.09265990785709,2.75528136117953,"0","0","0","0","0","0","0","0","1"
"139","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2019",7.66900505442438,0.526110722059859,0.235718719548353,1.12810578689969,3.30580840770301,"0","0","0","0","0","0","0","0","1"
"140","ENGIE BRASIL ENERGIA S.A.","02.474.103/0001-19","2020",7.94988996837628,0.528954555528646,0.228177805671661,1.43716843532136,3.54485366697331,"0","0","0","0","0","0","0","0","1"
