,Unnamed: 0,ano,DENOM_CIA,CNPJ_CIA,ROA,margem_ebitda,margem_liquida,liquidez_corrente,cap_terc_patrimo_liquido,IPCA,PIB_per_capta,cambio,divida_liquida_pib,SELIC,SELIC_over (%a.a),empresa_factor,exportacoes,importacoes,balanca_comercial,PIB,receita_bruta_media,tamanho,ativo_medio,tamanho_empresa,intercepto
0,1,2012,CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,-4.02196855484872,-0.156135529549018,-0.1751606350016,1.43737602572892,1.55936474876195,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,1,241982.43345516,225074.04396008,16908.38949508,4.81476,17239860.0,Média Empresa,120783966.636364,Grande Empresa,1
1,2,2012,EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,7.16976342197446,0.155789829066154,0.12513134527157,4.24754652068661,1.09057428066033,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,131,241982.43345516,225074.04396008,16908.38949508,4.81476,,,2777124.54545455,Pequena Empresa,1
2,3,2012,MARCOPOLO S.A.,88.611.835/0001-29,8.60907013660016,0.115223358676955,0.0792104757129302,1.49444239931212,1.67598084184925,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,180,241982.43345516,225074.04396008,16908.38949508,4.81476,,,3808173.72727273,Pequena Empresa,1
3,4,2012,PETROLEO BRASILEIRO S.A. PETROBRAS,33.000.167/0001-01,3.09264546271706,0.189218249396024,0.0744878832352105,1.6963634447014,0.961928958323004,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,114,241982.43345516,225074.04396008,16908.38949508,4.81476,,,873007333.272727,Grande Empresa,1
4,5,2012,RAIA DROGASIL S.A.,61.585.865/0001-51,3.13919643995873,0.0529577038646072,0.0194871400301223,1.96213493714641,0.47491785739045,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,163,241982.43345516,225074.04396008,16908.38949508,4.81476,17018239.5555556,Média Empresa,8316490.09090909,Pequena Empresa,1
5,6,2012,IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,2.18386047397131,0.279810279884745,0.0545724574877598,1.13548175839769,1.6609618836797,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,192,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1822777.27272727,Microempresa,1
6,7,2012,EMBRAER S.A.,07.689.002/0001-89,3.60431062366906,0.144740145135335,0.0572876845590968,1.92168241945765,1.83264704413157,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,44,241982.43345516,225074.04396008,16908.38949508,4.81476,,,31853779.3636364,Média Empresa,1
7,8,2012,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,-0.224679326925411,0.487776615155787,-0.0520326187531888,1.80745289617309,1.7012780954552,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,57,241982.43345516,225074.04396008,16908.38949508,4.81476,333464.0,Microempresa,1940935.72727273,Microempresa,1
8,9,2012,GRENDENE S.A.,89.850.341/0001-60,18.7606373600669,0.209121586802711,0.228382862479719,5.05554025066318,0.172960981018263,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,185,241982.43345516,225074.04396008,16908.38949508,4.81476,,,3502087.45454545,Pequena Empresa,1
9,10,2012,TOTVS S.A.,53.113.791/0001-22,14.5815104802759,0.26736521694852,0.1465003649284,2.23037219773903,0.555743550319445,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,145,241982.43345516,225074.04396008,16908.38949508,4.81476,1491758.8,Pequena Empresa,3178940.90909091,Pequena Empresa,1
10,11,2012,ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,12.2298770687491,0.632755752214911,0.305327899303389,1.17426906326652,1.24506227530003,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,18,241982.43345516,225074.04396008,16908.38949508,4.81476,,,16274637.4545455,Média Empresa,1
11,12,2012,OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,2.58397113222838,0.317381143562993,0.0709170284510094,1.2367959075416,5.10405729518014,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,173,241982.43345516,225074.04396008,16908.38949508,4.81476,,,48250925.6363636,Média Empresa,1
12,13,2012,CONSTRUTORA TENDA S.A.,71.476.527/0001-35,-3.66228082047987,-0.0915623584176535,-0.108169356916325,3.99105079042341,0.800223512811377,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,169,241982.43345516,225074.04396008,16908.38949508,4.81476,817461.0,Pequena Empresa,2813943.18181818,Pequena Empresa,1
13,14,2012,ENERGISA S.A.,00.864.214/0001-06,5.75298559722717,0.219333906345118,0.0997112445398018,1.34693657728168,2.37011813528105,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,3,241982.43345516,225074.04396008,16908.38949508,4.81476,,,9117868.63636364,Pequena Empresa,1
14,15,2012,AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,15.2176201045883,0.157802483916149,0.112600324292281,4.03052943854087,0.402494828144587,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,88,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1438027.72727273,Microempresa,1
15,16,2012,CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,10.4767593405836,0.275355078106485,0.231397520364565,0.838035035364985,2.38531643228007,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,94,241982.43345516,225074.04396008,16908.38949508,4.81476,,,17673253.7272727,Média Empresa,1
16,17,2012,BRASKEM S.A.,42.150.391/0001-70,-1.79358801122682,0.0977765939991604,-0.0207894784044455,1.00282065671999,3.751215171172,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,128,241982.43345516,225074.04396008,16908.38949508,4.81476,,,49683540.6363636,Média Empresa,1
17,18,2012,SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,-5.84143106856069,0.123437452648955,-0.0856641684131465,1.73931498849153,1.0270284255129,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,45,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1141991.09090909,Microempresa,1
18,19,2012,VALID SOLUÇÕES S.A.,33.113.309/0001-47,9.27573176881076,0.212788070926511,0.109726518691464,1.56267105123581,1.16330015279569,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,116,241982.43345516,225074.04396008,16908.38949508,4.81476,1662583.5,Pequena Empresa,1510098.09090909,Microempresa,1
19,20,2012,MARISA LOJAS S.A.,61.189.288/0001-89,9.4200371943847,0.17336591380794,0.0799037182333422,2.77665407599038,1.34896621814756,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,160,241982.43345516,225074.04396008,16908.38949508,4.81476,,,2597861.18181818,Pequena Empresa,1
20,21,2012,EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,4.96602186692619,0.283058700444644,0.0917300834070255,0.862559926703854,0.665346310441856,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,146,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1678855.18181818,Microempresa,1
21,22,2012,MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,-0.911434061860015,0.083314598923039,-0.0098300230536507,1.33136801902353,4.94399701562708,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,32,241982.43345516,225074.04396008,16908.38949508,4.81476,,,24263818.3636364,Média Empresa,1
22,23,2012,YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,8.84708140763504,0.151739189525247,0.0792944057925754,2.64456940076146,0.753534124901879,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,59,241982.43345516,225074.04396008,16908.38949508,4.81476,0.0,Microempresa,4072061.54545455,Pequena Empresa,1
23,24,2012,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,5.63069350851905,0.179097536413877,0.133389049209543,2.26985880035664,1.56427041224807,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,170,241982.43345516,225074.04396008,16908.38949508,4.81476,0.0,Microempresa,8079699.09090909,Pequena Empresa,1
24,25,2012,NEOENERGIA S.A.,01.083.200/0001-18,6.64864947955986,0.21611230156432,0.131470570404893,2.10052606826667,0.859408431744127,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,4,241982.43345516,225074.04396008,16908.38949508,4.81476,34684216.1,Média Empresa,18017847.8181818,Média Empresa,1
25,26,2012,DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,7.60352032019969,0.17207679929345,0.168278654425844,3.38028909221073,1.12973156657225,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,89,241982.43345516,225074.04396008,16908.38949508,4.81476,,,2237732.90909091,Microempresa,1
26,27,2012,CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,2.61436451419763,0.0907931453106217,0.0325148186216553,1.226921908931,0.95470504743644,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,95,241982.43345516,225074.04396008,16908.38949508,4.81476,,,527723.545454545,Microempresa,1
27,28,2012,RUMO S.A.,02.387.241/0001-60,1.37866106380786,0.472888080350212,0.068197192270983,1.48091490168441,3.12784729851264,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,15,241982.43345516,225074.04396008,16908.38949508,4.81476,,,12852404.7272727,Pequena Empresa,1
28,29,2012,JBS S.A.,02.916.265/0001-60,1.53325637272932,0.0572579574462351,0.0100782451443398,1.68002395304454,1.32144275829403,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,24,241982.43345516,225074.04396008,16908.38949508,4.81476,,,65081647.8181818,Média Empresa,1
29,30,2012,KEPLER WEBER S.A.,91.983.056/0001-69,5.32079380712059,0.134056323493725,0.0736992891827133,2.02238436804353,0.831621351328616,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,187,241982.43345516,225074.04396008,16908.38949508,4.81476,,,505426.636363636,Microempresa,1
30,31,2012,ENEVA S.A,04.423.567/0001-21,-4.59682283058835,-0.832342037723551,-0.884943170244836,0.457272660426669,2.49451577419742,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,34,241982.43345516,225074.04396008,16908.38949508,4.81476,,,9244385.90909091,Pequena Empresa,1
31,32,2012,INDUSTRIAS ROMI S.A.,56.720.428/0001-63,-2.31450054504013,-0.0232074240439406,-0.0605106216228033,1.77224547946548,1.53355720495237,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,147,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1341202.90909091,Microempresa,1
32,33,2012,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,6.11415259946594,0.889964336965014,0.481485295127141,5.79546592783529,1.35191420181815,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,47,241982.43345516,225074.04396008,16908.38949508,4.81476,1368975.83333333,Pequena Empresa,10024339.3636364,Pequena Empresa,1
33,34,2012,TRISUL S.A.,08.811.643/0001-27,1.88287327456666,0.0949430332238462,0.0440323138439864,1.88080164576282,2.00526756657676,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,60,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1155467.36363636,Microempresa,1
34,35,2012,DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,1.98325209056277,0.175576885195363,0.0374216811489739,2.47761156806313,0.638611579047496,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,162,241982.43345516,225074.04396008,16908.38949508,4.81476,,,8364204.54545455,Pequena Empresa,1
35,36,2012,GAFISA S.A.,01.545.826/0001-07,-0.841837179034624,0.0656135838526065,-0.019316355372574,2.50684646078088,2.3691521252489,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,5,241982.43345516,225074.04396008,16908.38949508,4.81476,1360171.0,Pequena Empresa,4625213.81818182,Pequena Empresa,1
36,37,2012,COSAN S.A.,50.746.577/0001-15,11.9543204739982,0.22293017922112,0.109756528241145,2.26914133145455,1.3006733099191,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,140,241982.43345516,225074.04396008,16908.38949508,4.81476,,,22533421.9090909,Média Empresa,1
37,38,2012,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,5.33579629994538,0.324815069620097,0.13689096446262,1.4464707517021,0.809150177225093,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,96,241982.43345516,225074.04396008,16908.38949508,4.81476,2707818.2,Pequena Empresa,11055005.6363636,Pequena Empresa,1
38,39,2012,CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,3.26711593103379,0.0727217515370462,0.0227088510568624,1.23613029027559,2.19808372841549,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,136,241982.43345516,225074.04396008,16908.38949508,4.81476,,,26460716.6363636,Média Empresa,1
39,40,2012,FLEURY S.A.,60.840.055/0001-31,3.89268848156736,0.209600188575846,0.0709743018798322,2.72082389255574,0.605103557753408,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,154,241982.43345516,225074.04396008,16908.38949508,4.81476,,,4189024.0,Pequena Empresa,1
40,41,2012,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,9.40564997923389,0.0508825459317585,0.0309087926509186,1.75415032551144,1.14353706557096,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,188,241982.43345516,225074.04396008,16908.38949508,4.81476,4279781.0,Pequena Empresa,1288914.18181818,Microempresa,1
41,42,2012,MINERVA S.A.,67.620.377/0001-14,-4.55266032878315,0.107180977791456,-0.0453933670952085,2.14631229101077,4.78951673522849,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,168,241982.43345516,225074.04396008,16908.38949508,4.81476,,,11610296.8181818,Pequena Empresa,1
42,43,2012,WEG S.A.,84.429.695/0001-11,7.49264950329913,0.164685469975273,0.107689850690279,1.8952374914698,1.13736738328549,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,177,241982.43345516,225074.04396008,16908.38949508,4.81476,,,8257932.09090909,Pequena Empresa,1
43,44,2012,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,8.57501721889987,0.511932651008092,0.299216598296977,1.90784166585669,0.937008564007538,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,27,241982.43345516,225074.04396008,16908.38949508,4.81476,2689713.7,Pequena Empresa,16262924.4545455,Média Empresa,1
44,45,2012,EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,15.7843081892941,0.390446694043788,0.423065328581739,4.04838420080402,0.278122578647902,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,53,241982.43345516,225074.04396008,16908.38949508,4.81476,,,3440466.90909091,Pequena Empresa,1
45,46,2012,CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,-4.81195876964521,-0.0733334008035705,-0.0568435281595102,1.02571923024398,1.82476036153579,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,176,241982.43345516,225074.04396008,16908.38949508,4.81476,6803151.7,Média Empresa,2199364.45454545,Microempresa,1
46,47,2012,CCR S.A.,02.846.056/0001-97,8.33487699347105,0.526674246813894,0.206732911466585,0.428369755944067,3.254733321992,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,22,241982.43345516,225074.04396008,16908.38949508,4.81476,,,10044391.9090909,Pequena Empresa,1
47,48,2012,VALE S.A.,33.592.510/0001-54,3.45904270471814,0.250168412473668,0.0987358322478517,1.79363731089611,0.715068677884289,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,120,241982.43345516,225074.04396008,16908.38949508,4.81476,,,334596911.818182,Grande Empresa,1
48,49,2012,TECNISA S.A.,08.065.557/0001-12,-4.10144839564193,-0.104636621526407,-0.12612318827214,1.92578882149983,1.90797238257501,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,49,241982.43345516,225074.04396008,16908.38949508,4.81476,604533.1,Pequena Empresa,2081082.45454545,Microempresa,1
49,50,2012,MAGAZINE LUIZA S.A.,47.960.950/0001-21,-0.119069580237804,0.0315456577803429,-0.0008799610494928,1.12834882259952,8.19615027467889,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,137,241982.43345516,225074.04396008,16908.38949508,4.81476,,,13642299.0,Pequena Empresa,1
50,51,2012,BRF S.A.,01.838.723/0001-27,2.66690623317477,0.0826015837428,0.0287777809064738,1.55273867939012,1.11115282340059,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,7,241982.43345516,225074.04396008,16908.38949508,4.81476,,,43358795.4545455,Média Empresa,1
51,52,2012,METALURGICA GERDAU S.A.,92.690.783/0001-09,2.49704722395582,0.109211475388601,0.0350873742564439,1.79940594697096,0.990059493588569,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,189,241982.43345516,225074.04396008,16908.38949508,4.81476,,,12586693.3636364,Pequena Empresa,1
52,53,2012,SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,12.3553613576942,0.426639518887323,0.208953354124635,0.867808087264526,0.597633430028906,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,20,241982.43345516,225074.04396008,16908.38949508,4.81476,,,2773796.90909091,Pequena Empresa,1
53,54,2012,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2.33846566827768,0.080007230317303,0.0288561620893218,1.9493885721112,1.32620715234298,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,181,241982.43345516,225074.04396008,16908.38949508,4.81476,,,4162413.18181818,Pequena Empresa,1
54,55,2012,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,10.0748467542699,0.917847631371352,0.554162806543902,0.727678352897409,1.77582770304169,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,28,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1797069.27272727,Microempresa,1
55,56,2012,ALPARGATAS S.A.,61.079.117/0001-05,10.2358168209991,0.117046593561252,0.0932948717351817,2.43426446703263,0.650148895356608,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,157,241982.43345516,225074.04396008,16908.38949508,4.81476,,,4059512.54545455,Pequena Empresa,1
56,57,2012,TECHNOS S.A.,09.295.063/0001-97,12.6201870742241,0.189738260077067,0.203904513694578,7.06948135952017,0.239023600729798,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,66,241982.43345516,225074.04396008,16908.38949508,4.81476,,,417217.727272727,Microempresa,1
57,58,2012,T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,-0.638478108284725,0.0074268692490738,-0.0056997908492213,1.84167812393893,0.748532204049734,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,23,241982.43345516,225074.04396008,16908.38949508,4.81476,,,563038.636363636,Microempresa,1
58,59,2012,PARANAPANEMA S.A.,60.398.369/0004-79,-4.93200248310303,-0.0325907514927564,-0.0512915031991364,1.10076911091298,1.86420679605673,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,151,241982.43345516,225074.04396008,16908.38949508,4.81476,,,4057763.09090909,Pequena Empresa,1
60,61,2012,METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,1.39588845545147,0.0326194910436043,0.0194930385058757,1.88802593680798,2.50612306228244,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,36,241982.43345516,225074.04396008,16908.38949508,4.81476,,,733972.454545455,Microempresa,1
61,62,2012,DEXXOS PARTICIPAÇÕES S.A.,02.193.750/0001-52,-5.1995939641316,0.0369478200818881,-0.0597665109855043,0.661555634091124,3.30585372133368,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,8,241982.43345516,225074.04396008,16908.38949508,4.81476,,,263858.272727273,Microempresa,1
62,63,2012,LOJAS RENNER S.A.,92.754.738/0001-62,9.42701221317189,0.179209725908658,0.0920130133063802,1.44729459336012,1.88739916197117,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,190,241982.43345516,225074.04396008,16908.38949508,4.81476,7002713.5,Média Empresa,8247453.63636364,Pequena Empresa,1
63,64,2012,POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,1.6629650683694,0.0449993942082666,0.0137510168646953,1.38455180917942,1.83647067646618,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,174,241982.43345516,225074.04396008,16908.38949508,4.81476,,,2167643.09090909,Microempresa,1
64,65,2012,MAHLE-METAL LEVE S.A.,60.476.884/0001-87,7.64628285462249,0.171030817887449,0.0805427846247515,1.59803872456638,0.723450440675776,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,152,241982.43345516,225074.04396008,16908.38949508,4.81476,,,2392551.09090909,Microempresa,1
65,66,2012,ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,61.092.037/0001-81,13.9490445859873,0.203379170864057,0.124684850885507,2.04730073908907,0.689390116237848,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,158,241982.43345516,225074.04396008,16908.38949508,4.81476,,,653594.363636364,Microempresa,1
66,67,2012,POMIFRUTAS S/A,86.550.951/0001-50,-14.7002699580703,-0.0946751561359397,-0.467069510909238,0.906659388646288,4.60732178643,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,178,241982.43345516,225074.04396008,16908.38949508,4.81476,,,49822.4545454545,Microempresa,1
67,68,2012,CPFL ENERGIA S.A.,02.429.144/0001-93,4.04410689295461,0.239950297396631,0.0834753722431272,1.08411620936078,2.69637938870671,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,17,241982.43345516,225074.04396008,16908.38949508,4.81476,,,11269187.0909091,Pequena Empresa,1
68,69,2012,CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,3.42511444470311,0.181794133927911,0.0851502018760189,1.65012476218635,0.697264044371121,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,172,241982.43345516,225074.04396008,16908.38949508,4.81476,,,18583894.7272727,Média Empresa,1
69,70,2012,MRV ENGENHARIA E PARTICIPACOES S.A.,08.343.492/0001-20,5.17463633595955,0.156935782375756,0.134752108882448,1.89608865395871,1.7174205896174,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,54,241982.43345516,225074.04396008,16908.38949508,4.81476,5370133.0,Média Empresa,11538571.2727273,Pequena Empresa,1
70,71,2012,SUZANO S.A.,16.404.287/0001-55,-0.718348364365746,0.244906295716805,-0.0350762245266638,2.34148697765297,1.30442258271574,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,87,241982.43345516,225074.04396008,16908.38949508,4.81476,,,62046783.1818182,Média Empresa,1
71,72,2012,SER EDUCACIONAL S.A.,04.986.320/0001-13,16.9410821770092,0.317199992939972,0.226824575957075,0.859794963485853,0.963224256979886,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,37,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1646143.81818182,Microempresa,1
72,73,2012,CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,6.54506002673296,0.178486914088453,0.120926997661867,6.90005923390812,0.123887184858233,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,86,241982.43345516,225074.04396008,16908.38949508,4.81476,,,2106060.72727273,Microempresa,1
73,74,2012,JHSF PARTICIPACOES S.A.,08.294.224/0001-65,5.6381825117547,0.31738462565952,0.204994545737884,3.67174750025345,1.51571109272926,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,52,241982.43345516,225074.04396008,16908.38949508,4.81476,318619.25,Microempresa,4167067.72727273,Pequena Empresa,1
74,75,2012,TAURUS ARMAS S.A.,92.781.335/0001-02,-10.5186735397163,0.164634485592129,-0.167210911721027,1.09986014380287,4.52237089899891,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,191,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1090177.09090909,Microempresa,1
75,76,2012,VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,-17.9944377524544,-1.00736366877271,-1.3882402988607,1.24124928929019,3.36982008046576,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,167,241982.43345516,225074.04396008,16908.38949508,4.81476,,,715004.636363636,Microempresa,1
76,77,2012,LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,5.955053846998,0.276520146520147,0.0760818491852975,1.70033834217781,2.05408479920408,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,90,241982.43345516,225074.04396008,16908.38949508,4.81476,,,13000847.7272727,Pequena Empresa,1
77,78,2012,TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,7.34586427731651,0.103760055254237,0.0447168137019839,1.30402373251968,1.63871379538749,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,11,241982.43345516,225074.04396008,16908.38949508,4.81476,,,917099.181818182,Microempresa,1
78,79,2012,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,0.0882194769419493,0.1792081684813,0.0071803251522109,0.974114423802813,4.0904217736157,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,31,241982.43345516,225074.04396008,16908.38949508,4.81476,2884128.5,Pequena Empresa,3555340.27272727,Pequena Empresa,1
79,80,2012,KLABIN S.A.,89.637.490/0001-45,5.33387837893338,0.537241183859432,0.180601488590594,2.50770486859429,1.60064719629746,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,184,241982.43345516,225074.04396008,16908.38949508,4.81476,,,28754158.2727273,Média Empresa,1
80,81,2012,ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,7.22819238860228,0.72913382698786,0.428190745566643,1.63926478202886,1.42531383121293,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,55,241982.43345516,225074.04396008,16908.38949508,4.81476,886041.5,Pequena Empresa,5042062.81818182,Pequena Empresa,1
81,82,2012,HYPERA S.A.,02.932.074/0001-91,1.61113121933841,0.224144309175531,0.0526406006893181,2.41833070402871,0.842725183835573,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,25,241982.43345516,225074.04396008,16908.38949508,4.81476,,,13931865.3636364,Pequena Empresa,1
82,83,2012,LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,-1.3124310856126,0.154765535248042,-0.0345914708442124,1.17774424409643,2.57076935557203,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,129,241982.43345516,225074.04396008,16908.38949508,4.81476,,,1793744.09090909,Microempresa,1
83,84,2012,SAO MARTINHO S.A.,51.466.860/0001-56,2.64480015006788,0.42481217858214,0.0926202825185261,1.28192162797935,1.36440905665,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,143,241982.43345516,225074.04396008,16908.38949508,4.81476,,,8449506.81818182,Pequena Empresa,1
84,85,2012,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,1.16927105437878,0.276260465444582,0.0322638086117033,1.09049008052258,7.16611910820768,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,72,241982.43345516,225074.04396008,16908.38949508,4.81476,,,3448244.45454545,Pequena Empresa,1
85,86,2012,GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,-16.7597050569297,-0.0476311704523901,-0.18669759793197,0.514067163618718,11.3181674281005,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,39,241982.43345516,225074.04396008,16908.38949508,4.81476,9413639.2,Média Empresa,4316711.45454545,Pequena Empresa,1
86,87,2012,PETRO RIO S.A.,10.629.105/0001-68,-6.52104044949944,-54.6363771123629,-41.1452712718648,5.99325634428009,0.163167391607916,5.838595,48.240176,1.954583,33.744167,8.628415,8.482271,71,241982.43345516,225074.04396008,16908.38949508,4.81476,,,2993709.54545455,Pequena Empresa,1
